Team_Year,Unique_Identifier,Conference,Year,Overall_Rank,Wins,Loss,AdjO,AdjD,AdjT,Luck,Strength_of_Schedule_Opp_O,Strength_of_Schedule_Opp_D,Opp_2P,Opp_3P,Opp_FT,Defense_Blk,Defense_Stl,Opp_NST,Opp_A,Opp_3P_Attempts,Off_2P,Off_3P,Off_FT,Off_Blk,Off_Stl,Off_NST,Off_A,Off_3P_Attempts,Off_eFG,Off_TO,Off_Reb,Off_FT_Rate,Opp_eFG,Opp_TO,Def_Reb,Opp_FT_Rate,Avg_Height,Experience,Bench,Continuity
Northwestern St. 2017,222,Slnd,2017,293,13,16,101.1,112.5,71.3,0.028,101.4,106.6,52.5,37.8,67.2,6.4,8.9,10.3,59.4,33.7,47.9,36.4,69.5,8.8,9.6,11.2,53.9,33.7,50.1,20.8,29.6,41,53.9,19.2,32.4,39.4,76,1.8,32.9,65.4
Notre Dame 2017,223,ACC,2017,27,26,10,118.1,98.4,67,0.024,110.1,99.8,48.2,33.8,73.7,9.7,10.4,8.3,51.1,34.8,50.9,38.4,80,11.4,7.7,6.3,57.8,40.6,53.6,14,27.3,28.6,49.1,18.7,30.8,26.7,77.4,2.09,22.2,62.4
Oakland 2017,224,Horz,2017,103,25,9,105,99.1,71.9,-0.011,102.8,106.9,45.3,32.2,69.9,11.3,10.1,8.6,50.1,32.1,51.9,33.3,76.3,8.4,8.7,9.6,60.7,35.5,51.2,18.4,29.3,37.7,46.3,18.8,29.1,28.5,76.5,1.6,31.7,54.4
Ohio 2017,225,MAC,2017,105,20,11,105.6,99.9,70.4,-0.072,103.5,106.4,46.8,32.1,68.6,7.3,8,10.1,44,36.2,50,38.6,68.9,8,8,9.4,49,40.1,53.2,17.4,25.6,33.7,47.3,18.1,27.8,32.7,77.4,1.49,26.3,67.3
Ohio St. 2017,226,B10,2017,73,17,15,111.2,101,68,-0.054,107.4,100.6,45.7,35.6,66.4,10.8,7.5,10,52.7,41,51.6,35.6,68.2,8.2,7.2,12,52.5,33.1,52.2,19.2,29.7,38.1,48.9,17.5,28.8,29.4,77.7,1.69,26.3,66.8
Oklahoma 2017,227,B12,2017,65,11,20,107.4,95.9,70,-0.102,112.5,98.3,47.1,36.5,68.3,12.7,9.5,9,51.7,37.9,45.7,34.3,72.1,10.7,9.7,9.3,41.8,30,47.4,19,30.8,36.7,50,18.5,29.8,33.5,77.4,1.02,40.4,33.8
Oklahoma St. 2017,228,B12,2017,22,20,13,126,103.5,70.4,-0.071,112,97.6,52.4,36.4,72.5,8.2,10.5,9.8,51.7,34.9,50.4,40.3,78.8,10.8,8.9,9.3,50.9,35.7,54,18.2,38.3,37.4,53.2,20.3,31.9,45.4,76.3,1.54,34.1,44.6
Old Dominion 2017,229,CUSA,2017,120,19,12,100.7,97.2,61.1,-0.013,104,106.4,44,33.6,70.6,14.5,9.8,10.2,50.5,38.1,44.5,32.4,64.3,7.8,7.7,9.7,58,27.5,45.6,17.5,35.5,34.1,46.4,20.1,25.6,38.6,76.9,1.71,30,55.1
Bethune Cookman 2017,23,MEAC,2017,340,10,22,95,115.4,68.3,-0.011,98.5,110.3,54.6,33.6,67.1,7.4,9.9,9.7,59.8,36.1,46,32.3,66.1,9.7,7.6,10.1,53,35.1,46.8,17.7,30.9,28.2,53.1,19.6,35.9,40,76.7,1.71,27.9,21
Oral Roberts 2017,230,Sum,2017,236,8,22,104.4,110.7,69.1,-0.077,106.9,105.1,51.8,39.6,70.1,8.1,7.2,9,56,37.7,47.8,35.4,76.6,7.6,9.5,7.2,52.2,32.6,49.6,16.7,25.1,30.5,54.7,16.1,29.4,32,76.7,1.91,27.5,57.9
Oregon 2017,231,P12,2017,10,33,6,118.2,93.2,67,0.034,109.2,101.2,46.1,31.2,71.9,17,9.5,9.8,49.1,37.6,54.5,38,70.8,9.7,7,10.1,56.1,38.9,55.5,17.1,32.4,34.4,46.4,19.3,29.5,26.3,77.4,1.78,28.8,55.5
Oregon St. 2017,232,P12,2017,264,5,27,97,105.8,64.6,-0.067,108.2,102.4,50,35.7,70.4,10.4,8.3,9.2,54.8,36.4,46.3,34.6,66.1,9.4,12.1,10.9,52,35.1,48.2,23,27,34.3,51.3,17.5,32.3,39.6,78.1,0.76,28,29.3
Pacific 2017,233,WCC,2017,246,11,22,99.5,106.5,66.5,-0.003,105,103.9,51.8,35.7,70.1,5.9,5.9,10.6,60.1,40.7,42.9,32.4,68,10.2,7.5,9.5,49.8,28.9,44.5,17,29.3,34.6,52.5,16.5,24.1,40.9,76.9,1.89,39.1,66.1
Penn 2017,234,Ivy,2017,171,13,15,102.6,102.8,66.7,-0.054,103.5,105.2,45.3,36,72.9,10.6,9.6,10.5,54.6,39.5,52.2,33.9,65.7,9.4,8.4,10.5,56.5,43.1,51.6,18.9,27.6,26,48.8,20.1,29.4,33.6,76.1,1.32,36.5,49.3
Penn St. 2017,235,B10,2017,87,15,18,104.5,97.2,70.4,-0.013,108.5,100,46.5,36.3,71.3,13.9,9.4,10.9,51.6,34.1,45.4,33.9,74.5,10.4,9,8.9,54.8,34.1,47.2,17.9,26.6,32.8,49.2,20.3,30.6,31.2,77.2,1.01,30.1,48
Pepperdine 2017,236,WCC,2017,303,9,22,102,114.2,68.5,0.026,105.6,104.6,53.1,42,70,6.6,7.2,8.5,56.7,37.1,46.9,37.5,64.1,8.9,9,9.1,51.9,26.4,49.4,18,26,29.5,56.8,15.7,29.2,28.9,76.2,1.88,33.1,34.9
Pittsburgh 2017,237,ACC,2017,79,16,17,112.4,103.7,65.4,0.044,110.9,100.4,50.1,35.6,70.9,8.6,5.6,8.7,54.7,36.1,49.6,36.1,73.3,10.3,7.7,9.9,58.6,39.9,51.4,17.6,28.2,39.4,51.3,14.3,29.5,26.6,79,2.33,21.3,62.9
Portland 2017,238,WCC,2017,280,11,22,98.7,108.9,65.8,0.011,105,104.1,49.2,36.3,69.5,9.2,6.9,10,53.8,40.5,43.2,37,74,10.6,8.9,10.3,42,31.8,47.1,19.2,24.4,37.6,51.3,16.8,32.7,30.5,76.4,1.68,32.1,57.3
Portland St. 2017,239,BSky,2017,239,15,16,104.3,110.8,72.6,-0.057,101.9,108.5,56.2,37.2,72.3,7,12.6,9.6,56.3,38.6,53.9,33.4,65.9,7,7.7,8.4,50.1,34.9,52.5,16.1,25.7,38.1,56,22.2,31.3,36.8,76.4,2.3,26.9,37.8
Binghamton 2017,24,AE,2017,314,12,20,96.3,110,65.9,-0.009,102.2,107.5,51.3,35.7,68.5,6.8,7.5,9.6,54.6,37.1,47.1,34.4,69.3,9.5,8.8,9.8,50.4,39,48.8,18.6,23.5,30.8,52.2,17.1,28.1,32.2,75.6,1.65,41.8,67.2
Prairie View A&M 2017,240,SWAC,2017,313,13,20,98,111.6,67.6,-0.017,99.4,108.1,52.2,36.2,69.3,10.2,11.7,10,53.1,34.1,46.4,34.9,69.9,11.4,7.8,11,50.9,37.2,48.6,18.8,24.7,35.4,52.9,21.7,35,49.5,75,2.45,40.6,40.4
Presbyterian 2017,241,BSth,2017,350,5,25,88.9,118.1,64.1,0.018,102.8,107.1,53.3,39.6,71.6,7.5,7,9.9,57.7,45.7,43.2,33.6,67.4,10.6,12.8,10.5,53.1,32.3,45.5,23.3,29,27.7,56.1,16.9,31.9,36.7,75.7,1.57,38.5,59.3
Princeton 2017,242,Ivy,2017,58,23,7,109,96.4,63.2,0.007,103.9,105,46.9,34.5,69.8,9.8,10.2,10,48.4,36.7,50.5,37.6,74,8.7,6.8,8.4,54.8,46.2,53.2,15.2,24.1,24.4,48.7,20.2,24.8,32,76.8,2.03,25.7,76.6
Providence 2017,243,BE,2017,60,20,13,108.5,96,66.2,0.014,109.1,101.2,49.9,32.8,67.6,8.1,9.7,10.5,48.4,34.3,49.1,37.1,69.1,8.3,9.2,9.2,58.6,35.9,51.4,18.4,26.4,38.1,49.6,20.3,28.6,30.5,77.6,1.39,27.8,47.6
Purdue 2017,244,B10,2017,19,27,8,117,93.9,69.1,0.016,109.6,100.6,46.6,33.2,70.7,6.1,7.3,9.3,50,34,52.7,40.3,75.7,8.6,9.2,9.1,65.4,38.3,55.7,18.4,30.8,33.3,47.7,16.6,24.4,22.9,77,1.56,28.4,60.7
Quinnipiac 2017,246,MAAC,2017,294,10,21,101.6,113,73.2,0.027,102.8,106,50.5,38,73.9,8.5,7.6,9.2,55.3,32.5,47.4,32.6,68.3,8.1,10.3,8.8,52.7,34.9,47.9,19.2,34.1,33,52.6,16.8,30.2,38.2,76.6,1.43,34.8,40.2
Radford 2017,247,BSth,2017,296,14,18,96.1,107.8,64,0.06,103.4,107.7,49.9,35.9,68.3,9.5,6.8,8.3,46,33.1,44.6,34.6,66,11.2,10.6,11.9,51.2,39.5,47.5,22.4,33.8,29.5,51.2,15.1,26.9,30,75.5,1.21,31.5,33.2
Rhode Island 2017,248,A10,2017,34,25,10,111.5,95.2,66.4,-0.033,106.8,102.5,45.4,29.5,70.8,15.7,9.5,9.8,46.3,30,51.2,33.3,66.8,7.8,7.8,8.6,50.8,32.3,50.8,16.4,32.9,39.2,45,19.4,29.7,45,77.1,1.8,35.9,58
Rice 2017,249,CUSA,2017,155,23,12,107.8,107.1,72.7,-0.028,101.2,106.7,49.7,33.9,71.2,8.7,8.3,9.1,48.4,31.7,50.8,38.9,74.3,8.3,9.4,10,50.5,41,53.9,19.4,28.7,41.5,50,17.4,26.2,35.7,76.5,1.26,29.2,59.6
Richmond 2017,250,A10,2017,92,22,13,110,102.8,68.9,0.043,105.4,102.4,50.9,32.1,73.3,5.2,9.4,10.5,53,35.5,55.6,34.2,71.3,8.8,8,8.2,63.1,39.8,53.9,16.2,20.7,31.6,49.9,20,30.7,34.6,75.7,1.63,22.9,51.6
Rider 2017,251,MAAC,2017,208,18,15,100.9,104.6,72.2,0.047,102.6,107,48,33.7,74.2,9.3,8.9,9.2,52.3,36.5,48.7,33.2,67.2,7.9,9.6,10,51.4,26.5,49,19.6,33,37,49,18.1,27.2,35.9,76,2.01,25.8,49.2
Robert Morris 2017,252,NEC,2017,266,14,19,91.6,100.4,68.8,0.032,101.3,106.6,50,29.8,69.2,6.5,11.3,12.3,50.3,30.6,43.8,31.9,64.7,10.5,9.2,12.3,47.8,31.6,45.1,21.5,29.4,41.3,48.4,23.6,31.3,42.5,76.1,1.49,32.8,48.4
Rutgers 2017,253,B10,2017,135,15,18,101.5,99.3,66.2,0.006,107.5,100.8,46.6,32.7,72.7,13,9.5,9.5,57.7,37.5,44.5,30.2,62.5,11.6,9.9,9.9,44.2,25.2,44.7,19.7,37.4,31.2,47.5,18.9,30.1,31.2,77.8,1.43,34.7,39.8
Sacramento St. 2017,254,BSky,2017,291,13,18,100.9,112.2,65.5,0.045,102.8,108.3,49.5,38.5,70.8,11.1,6.9,8.9,53.4,33.4,51.1,31,66.1,7.4,8.1,8.7,49.3,29,49.8,16.8,27.4,37.3,52.3,15.8,29.4,33.1,76.5,1.92,26.6,66.2
Sacred Heart 2017,255,NEC,2017,301,13,19,97.6,109.7,71.1,0.018,99.2,107.9,50.5,37.9,69.1,7.1,9.3,10.2,46.5,35.9,49.2,33.5,70.1,10.3,11.1,10.9,55.2,31.7,49.5,22,30.9,35,52.8,19.5,27.1,33.3,76.3,1.77,32.3,44.7
Saint Joseph's 2017,256,A10,2017,184,11,20,102.2,103.3,68.4,-0.032,106,102.7,50.3,34.9,72.9,10.7,6.9,11.1,58.4,44.8,45.7,32.4,65,7.2,7.9,9.1,46.6,29.7,46.6,17,29.8,40.1,51.2,18,26.6,32.5,76.9,1.24,36,29.5
Saint Louis 2017,257,A10,2017,273,12,21,95.4,105,63.5,0.082,105.2,104.4,48.9,35.6,69.8,8.5,7.5,9.3,63.3,37.7,44.3,34.2,66.3,12.2,9.6,10.7,60.4,38.8,47,20.3,24.2,34.4,50.6,16.9,27.3,38.5,77.1,1.55,29.8,50
Saint Mary's 2017,258,WCC,2017,15,29,5,118.7,95,60.2,0.03,104.3,103.9,45.4,30,69.1,8.5,6.9,8.4,40.2,27.7,56.9,39.4,74.5,7.8,9.2,8.4,63.1,41.4,57.8,17.5,33.1,27.8,45.3,15.3,21.9,26.6,77.6,1.98,25.4,83.4
Saint Peter's 2017,259,MAAC,2017,95,23,13,102.5,95.9,61.3,-0.024,104,106.6,48.3,31.9,68.9,9.6,10.9,10,53.6,41.1,47.3,38.1,70,9.4,8,9.3,53.3,39.9,51.2,17.3,25.5,33.1,48.1,20.9,25.9,29.2,76,2.19,32,59.7
Boise St. 2017,26,MWC,2017,94,20,12,109.2,102.2,69.5,0.032,106.1,102.7,47.1,34.2,72.9,6.2,7,9.7,49.5,30,51.5,34.8,71.5,14,8.6,9.3,47.6,40.2,51.8,17.9,27.7,40.5,48.3,16.7,26.4,41.9,77.9,1.5,30.9,36.9
Sam Houston St. 2017,260,Slnd,2017,234,21,13,97.2,103.4,70,0.101,101.4,107.8,48.8,34.7,72.7,7.9,9.3,12.9,52.8,35.5,47.7,30.6,68.5,9.1,8.9,10.4,55.3,32.9,47.1,19.4,31.6,36.3,50,22.2,27.5,48.3,75.6,2.24,39.5,58.8
Samford 2017,261,SC,2017,166,20,16,107.8,107.5,68.6,-0.036,103.9,106.4,49.8,33.3,72.6,6.5,8.4,8.8,60.9,40.5,50.2,38.9,74.6,10.1,9.3,9.7,59.8,34.6,53,18.9,29.4,41.5,49.8,17.1,31.2,31.8,76.4,1.27,30.9,33.6
San Diego 2017,262,WCC,2017,260,13,18,100,108.4,63.3,0.058,104,104.8,50.9,36.3,68.4,4.9,5.7,9.4,48.8,35.4,45,34.7,71.6,12.3,7.2,11.5,56.8,45.1,48.2,18.7,23.6,35.5,52.2,15.1,25.5,36.5,77,1.14,22.1,39
San Diego St. 2017,263,MWC,2017,78,19,14,104,95.1,64.9,-0.101,104.5,103.6,42.9,32.1,70.5,13.7,10.2,8.8,50.9,36.3,47.5,31.6,70.1,10.4,7.9,9.6,45.6,39.8,47.5,17.5,30.5,35.3,44.8,19,29.1,32.5,78.3,1.98,36,62.8
San Francisco 2017,264,WCC,2017,111,20,13,102.8,98,69.1,0.008,104,105.2,46.4,33.8,68.1,7.1,9.7,9.6,48.3,32.8,52.6,34.7,63.5,11.9,7.7,10.6,50.1,44.4,52.3,18.3,26.5,27.2,47.8,19.4,27.1,33.9,77.6,0.92,44.3,35.2
San Jose St. 2017,265,MWC,2017,214,14,16,100.4,104.5,70.8,0.077,105.4,104.2,52,34.3,74.6,11.4,8.3,10.6,49.5,31.5,47.7,33.7,70,8.1,8.3,9.9,52.7,32.2,48.6,18.2,24.8,36.1,51.9,18.9,26.1,40.3,77.6,1.3,39.8,60.9
Santa Clara 2017,266,WCC,2017,125,17,16,105.5,102.7,62.6,-0.014,103.5,103.2,49.3,38,68.7,5.6,8,11,54.3,32.7,47.9,38.3,74.3,9.5,6,9.8,59.4,46.9,52.4,15.9,18.3,24,51.8,19,24.5,35.2,77.2,2.02,28.6,77.7
Savannah St. 2017,267,MEAC,2017,317,13,16,100.6,114.7,81,0.054,98.8,108.9,55.9,32.6,67.1,7.3,9.5,9.8,61.5,43.6,52,31.8,64.6,16,7.5,10.3,58.7,57.4,49.5,17.8,27.6,32.3,52.9,19.3,35.8,31.7,76.3,1.52,40.4,30.6
Seattle 2017,268,WAC,2017,265,13,17,96,104.7,67.6,-0.023,101.6,105.9,47.6,31.7,72.5,6.4,8.8,10.2,66.1,43.9,50.3,33.9,70.4,12.1,10.7,9.9,67.8,46.6,50.5,20.6,20.6,36.2,47.6,19,31.1,35.1,77.8,1.61,30.7,54
Seton Hall 2017,269,BE,2017,51,21,12,109.4,95.8,67.5,0.058,110.2,100.6,48,34.1,71.9,6.7,9.9,7.6,49.2,33.5,49.6,33.8,64.3,8.4,10,9.5,46.3,30.7,50,19.5,35.8,37.6,49,17.5,25.4,36.1,77.6,1.81,25.1,63.6
Boston College 2017,27,ACC,2017,173,9,23,103.9,104.2,71.1,-0.032,110.4,102.2,53.2,35.4,75.6,7.3,7.7,9.4,58,35.2,49.1,37.4,68,10,10.6,9.5,56.1,36.4,51.6,20.1,25.7,29.6,53.2,17.2,24.2,39.6,77.6,1.55,28.1,29.8
Siena 2017,270,MAAC,2017,170,17,17,106.2,106.3,68.7,-0.009,104.6,105.7,50,33.9,72.1,10.3,8.2,8.9,47.7,32.8,50.2,32.7,71.1,8.9,9.2,10.6,51.2,28.6,49.9,19.7,35.5,40,50.3,17.2,29.3,35.5,77.5,2.17,27.6,67.4
SIU Edwardsville 2017,271,OVC,2017,318,6,24,95,109.2,69.2,-0.041,104.2,107.2,54.1,33.1,73.2,6.9,6.7,11.5,56.4,31.8,45.5,29.2,67.8,9.1,8.9,11.3,44.7,28.8,45,20.3,31.6,45.7,52.7,18.3,28.5,44.9,76.7,1.59,33.1,51.9
SMU 2017,272,Amer,2017,11,30,5,119.8,95,63.5,0.003,105.3,102.1,44.1,32.1,69.2,11.1,9,9.3,56,45.5,51,40.6,69.6,8.6,7.7,9.2,62,36.4,54.6,16.9,37.2,36,46,18.3,26.4,24.6,78.5,1.89,18.4,53.7
South Alabama 2017,273,SB,2017,243,14,18,98.7,105.5,69.7,0.012,103.7,106.4,51,36.2,70.2,10.9,10.4,12,55.7,38.2,49,31.7,66.4,9.3,7.8,10.6,51.5,37.7,48.4,18.4,26.9,38.3,52.2,22.4,31.7,40.4,76.7,1.87,40.4,55.8
South Carolina 2017,274,SEC,2017,24,26,11,108.9,88.1,68.6,-0.005,110.2,99.5,45.4,30.6,72.4,10.6,11.1,13.2,45.8,34.8,45.9,33.4,70,9.7,8.4,9.9,50.6,33.5,47.3,18.4,33.9,40.3,45.5,24.3,31.6,44.5,77.1,1.56,32.9,47.4
South Carolina St. 2017,275,MEAC,2017,336,11,20,99,118.5,68.3,0.067,100.6,107.1,55.7,34.4,71.8,5.5,7.1,10.6,50.2,34.7,47.1,32,69.8,9.3,6.7,11.3,47.3,31.2,47.4,18,28.1,30.4,54.3,17.6,35.8,39.1,75.8,1.72,37.6,55.7
South Dakota 2017,276,Sum,2017,143,22,12,104.2,102.7,70.7,0.066,105.4,108.1,47.7,37.5,73,8.5,9.2,9.3,50.4,36.3,48.8,34.2,70.1,10.2,7,9.1,45.5,32.7,49.6,16.1,27.6,42.8,50.8,18.6,27.4,31.9,76.1,1.26,33.8,13.9
South Dakota St. 2017,277,Sum,2017,185,18,17,110.2,111.4,67.2,0.029,104.9,105.5,52.4,36.9,71.9,7,7.2,9,52.5,46,52.7,35.8,76.5,10.5,9.6,8.7,51.5,45.6,53.2,18.4,27.1,39.9,53.8,16.2,28.9,27.1,77.5,1.78,36,42.4
South Florida 2017,278,Amer,2017,292,7,23,96.4,107.7,68.8,-0.021,104.1,102.8,45.2,39.6,68.5,11.3,8.8,10.3,64.1,41.1,45.9,34.6,65.7,11.1,11.8,11.6,51,29.9,47.7,23.5,30.6,30.7,51,19.1,33.9,40.1,78.3,1.04,35.6,27.8
Southeast Missouri St. 2017,279,OVC,2017,228,15,18,103.4,109.3,68.6,-0.038,103.2,107.6,55.2,36.9,71.1,5.6,10.1,11.8,55,39.9,49,36.8,74,8.8,6.6,11,53.6,37.9,51.4,17.6,24.7,35.1,55.3,21.9,30.1,39,75.9,1.83,35.8,34
Boston University 2017,28,Pat,2017,192,18,14,101.7,103.4,69.6,0.003,101.8,105.9,47.5,36.5,68.5,7.6,11.6,9,57.2,41.6,50,35.3,69.6,9.9,9.9,10.3,53.9,41.6,51.2,20.2,28.1,33.4,50.5,20.7,28.5,37.2,77.1,1.75,34.7,47.8
Southeastern Louisiana 2017,280,Slnd,2017,231,16,16,97.8,103.9,67.1,-0.054,101,108.6,47.6,34.5,70.9,9.2,9.8,11.8,50.8,33.9,48.3,36.1,68.6,11.3,9.1,13.7,56.2,33,50.2,22.8,35,37,49,21.6,30.8,39.6,75.6,1.77,36.6,41.5
Southern 2017,281,SWAC,2017,326,15,18,97.9,113.6,68.5,0.038,96.7,109.2,48.2,32.2,67.4,9.2,7.6,9.7,44.3,33.1,47.5,32,69.6,10.2,8.6,11.3,45.9,27.1,47.6,19.9,34.4,42.7,48.2,17.3,33.8,37.6,76.5,2.33,30,53.9
Southern Illinois 2017,282,MVC,2017,150,17,16,104.8,103.7,65.4,0.047,104.2,103,48.2,39.4,66.3,11.1,10.2,10.1,51.4,36.7,47.9,31.6,69.4,8.9,7.7,10,46.6,30.1,47.7,17.6,29.5,35.4,52.2,20.3,31.4,33.6,76.1,2,27.1,52.5
Southern Miss 2017,283,CUSA,2017,325,9,22,93,108.5,65.5,-0.032,102.3,105.7,49.3,37.4,69.9,6,6.9,9.7,60.4,43,45.4,29.6,71,11.6,8.5,9.6,54.6,38.7,45,18.1,22.3,29.3,52.2,16.6,25.9,33.9,76,2.12,32,48.7
Southern Utah 2017,284,BSky,2017,333,6,27,101.3,119.7,71.4,-0.014,102.2,107.4,54.5,40,71.3,9.4,7.5,9.2,55.4,38.9,43,36.3,74.1,12.5,7.7,10.7,47,41,47.7,18.4,29.4,40.4,56.6,16.7,29.4,51.3,76.9,1.83,33.6,32.7
St. Bonaventure 2017,287,A10,2017,91,20,12,109,101.8,68.8,-0.027,104.7,104.7,48.2,35.3,69.2,12.4,10.1,10.8,57.1,38.3,48.5,34.8,76.9,9.4,7.3,10.4,51.3,31,49.7,17.6,33,42.4,50,20.9,31,41.5,76.8,1.93,21.6,45.2
St. Francis NY 2017,288,NEC,2017,346,4,27,87.9,112.1,67.2,-0.037,100.7,107.8,52.2,36,68.1,7.1,9.6,10.4,47.5,27.3,40.1,28.2,64.8,9.9,7.7,9.7,44.1,42.5,41,17.4,27.9,31.8,52.7,20,33.4,46.9,74.5,1.17,34.9,34.2
St. Francis PA 2017,289,NEC,2017,254,17,17,102.1,109.7,70.3,-0.001,100.1,108,47.3,36.9,73.6,10,9.2,9.5,52.9,38.9,50.4,38.1,69.7,9.1,9.5,11.2,49.2,34.8,52.8,20.7,29.7,29.6,50.4,18.7,32.4,23.9,74.8,0.89,27.8,31.8
Bowling Green 2017,29,MAC,2017,249,13,19,100.1,107.2,70,0.01,103.9,105.7,53.3,35.2,73.2,7,9.4,10.7,47.7,35.5,46.5,34.1,66.3,9.6,8.6,8.7,46.5,32.7,48,17.3,28.5,35.8,53.1,20,28.2,34.2,76,1.57,38.5,64.7
St. John's 2017,290,BE,2017,99,14,19,109,102.7,73.3,-0.039,109.6,100.4,50.5,37.5,70.1,15.2,9.2,11.4,54.8,33.8,47.5,36.4,72.4,8.6,8.5,9.3,51.5,38.2,50.2,17.7,27.4,36.2,52.4,20.5,32.8,39.3,77.1,0.91,32.9,34.5
Stanford 2017,291,P12,2017,102,14,17,104.8,98.9,68.3,-0.008,110.2,101.6,49.1,38.8,69.7,7.9,9.7,10.9,58.3,39.9,48.2,32.3,68.3,9.1,8.9,9.7,54.3,28.3,48.3,18.6,29.6,37.3,52.7,20.6,27.2,38.2,77.9,2,34.1,71.9
Stephen F. Austin 2017,292,Slnd,2017,233,18,15,96.7,102.9,66.3,0.04,102.1,107.7,52,35,67.5,8.5,9.7,13.2,52.3,34.7,50.3,31.4,71,9.1,10.3,14.5,51.8,33.8,49.2,24.8,34.7,40.6,52.1,22.9,28.4,44.4,77.3,1.58,36.8,31.7
Stetson 2017,293,ASun,2017,319,11,21,100.9,115.4,72.4,-0.002,102.8,108,52.6,35.6,69.2,4.6,6.2,8.9,51.1,35.7,49.9,33.3,66.2,10.8,6.9,8,47,38.3,49.9,14.9,21.1,32.6,52.9,15.1,33,32.2,75.4,1.71,28.2,69.8
Stony Brook 2017,294,AE,2017,213,18,14,101.8,105.9,65.9,0.05,101.9,107.8,47.5,37.5,70.1,9.4,8.1,11.6,48.6,36.3,45.7,32.7,72.2,6.8,6.6,8.5,51.5,40.7,47,15.2,29.6,32.8,50.7,19.8,28.8,40.1,77.2,1.95,38.6,34.2
Syracuse 2017,295,ACC,2017,55,19,15,115.7,102.3,66.8,-0.048,108.3,101.1,49.6,34.2,65.8,13.9,11.8,7.9,67.2,42.8,51.2,38.1,73.8,7.7,9,8.9,59.5,40.4,53.6,18,31.6,35.2,50.3,19.7,34.6,29.2,78.4,1.73,23.4,33.8
TCU 2017,296,B12,2017,29,24,15,114.5,97,67.1,-0.008,110.6,99.3,48.3,36.3,68.5,11.9,9.4,9.3,58.3,33.4,52.2,35.7,68.7,10.2,8.6,10.2,62.5,34.4,52.7,18.8,34.1,32.2,50.4,18.7,29.3,30.9,77.7,1.64,32.3,42.5
Temple 2017,298,Amer,2017,118,16,16,108.3,104.3,67.1,0.015,105,101.8,47.7,34.3,72.7,10.5,9.5,8.9,54.2,35.1,47,35.6,72.3,11.4,7.8,8.8,57.4,42.1,49.7,16.6,27.5,26.4,49.1,18.3,32.2,32.1,78.3,1.41,23.8,35
Tennessee 2017,299,SEC,2017,57,16,16,110.1,97.5,69.4,-0.053,109.3,98.1,46.2,35.5,69.7,11.9,7.3,12,49.5,33.4,46,32.4,72.7,9.4,8.3,9.1,55.4,30.6,46.8,17.4,31.8,42.9,48.6,19.3,30.1,43.3,75.9,1.05,40.6,39
Akron 2017,3,MAC,2017,100,27,9,112.6,106.4,66.3,0.084,104.2,105.7,49,36.8,70.6,8.3,8.1,8.7,45.3,33.4,55,36.8,68.1,7,8.6,8.6,54.5,48.5,55.1,17.2,29.4,37.3,51,16.7,27.9,32.9,76.3,1.8,28,67.6
Bradley 2017,30,MVC,2017,217,13,20,98.4,102.7,67.7,0.018,105.9,103.5,46.7,34.6,71.3,10.6,8.6,9.8,58.4,39.4,46,35.3,67.8,9.7,11.3,10.5,51.2,35.3,48.5,21.9,26.5,42,48.8,18.5,29.4,40.8,76.9,0.76,42.8,43
Tennessee Martin 2017,300,OVC,2017,210,22,13,106.7,110.6,67.5,0.118,102.9,107.3,52.8,35,70.7,9.4,9.1,10,57.5,43.9,53.2,34.7,69.6,8.1,9.3,12.4,57.2,39.3,52.7,21.6,37.4,34.3,52.6,19,32.4,31.1,76.3,2.47,28,34.1
Tennessee St. 2017,301,OVC,2017,160,17,13,100.3,99.7,67,-0.016,104.6,106.9,45.4,35,69.1,12,9.2,12.2,60.8,44,48.3,33.1,69.6,8.3,7.9,13.8,45.4,30.1,48.7,21.7,34.2,39.5,48.5,21.4,27.9,48.7,76.9,2.22,32.7,43.9
Tennessee Tech 2017,302,OVC,2017,257,12,20,98.9,107,68.3,-0.058,103.5,106.9,51.1,34.7,73.6,10.3,9.4,11.1,60.5,40.3,47.7,32.5,71.5,10.2,8,11.2,54.6,39.4,48.1,19.2,29,38.5,51.5,20.4,30.1,39.7,76.1,1.94,34.3,41.2
Texas 2017,303,B12,2017,70,11,22,104.2,93.7,67.6,-0.105,112.8,98.9,47.7,32.6,71.6,11.8,8.4,9.9,48.4,34.6,51.3,29.2,65,8.6,9.4,10.2,46.5,33.6,48.8,19.6,28.4,34.5,48.1,18.3,31.2,30,77.8,0.94,31.4,36.7
Texas A&M 2017,304,SEC,2017,64,16,15,108.7,97.3,64.5,-0.042,109.4,101.5,43.7,35.2,73,15.4,9,8.4,57.6,38.7,52.1,32.9,64.9,8.8,9.9,11.3,60.8,32.7,51.2,21.2,37.4,33.3,47.2,17.4,31.2,28.1,79,1.34,30.7,44.3
Texas A&M Corpus Chris 2017,305,Slnd,2017,177,24,12,102.8,103.3,68.8,0.062,101.8,107.8,51.3,34.6,68.2,11.5,13.1,10,54.8,41.4,52.1,32.8,71.9,6.8,9.4,9.4,48.8,28.5,51.3,18.8,29.3,37.1,51.6,23,31.1,41.2,76.5,1.88,22.7,33.9
